codigo;valor_causa;codprocesso;codempresa;data_inclusao;codusuario;unificador_processo;cod_processo_removido;migracao3;migracao;migracao2
1035371;748975.92;11092656;92577;2015-08-28 15:45:54;302720;;;;;
1035398;723642.47;11369101;92577;2015-08-28 16:02:05;302720;;;;;
1044742;15000.00;12016638;92577;2015-09-21 09:24:02;476917;;;;;
1045082;420884.80;12018953;92577;2015-09-21 14:37:22;302720;;;;;
1045105;347000.00;11056034;92577;2015-09-21 14:51:14;302720;;;;;
1045145;103200.00;11215191;92577;2015-09-21 15:22:25;302720;;;;;
1045176;779000.00;10538353;92577;2015-09-21 15:38:31;302720;;;;;
1045191;233786.00;12041821;92577;2015-09-21 15:50:36;302720;;;;;
1045203;694473.99;12000623;92577;2015-09-21 15:57:09;302720;;;;;
1045212;103200.00;10860709;92577;2015-09-21 16:02:49;302720;;;;;
1048415;1000.00;10475264;92577;2015-09-28 14:01:03;302720;;;;;
1045930;15000.00;10511348;92577;2015-09-22 16:38:10;302720;;;;;
1046011;2500.00;11896048;92577;2015-09-22 17:39:04;302720;;;;;
1049935;65659.44;10859197;92577;2015-09-30 13:30:45;302720;;;;;
1052343;49853.86;10685080;92577;2015-10-05 14:52:18;302720;;;;;
1052352;10000.00;11989471;92577;2015-10-05 14:57:15;302720;;;;;
1063962;52691.23;11147820;92577;2015-10-28 15:10:48;302720;;;;;
1063969;62632.23;8712441;92577;2015-10-28 15:16:21;302720;;;;;
1063981;52691.23;10685628;92577;2015-10-28 15:22:30;302720;;;;;
1063992;62632.23;9949468;92577;2015-10-28 15:28:46;302720;;;;;
1063999;52691.23;10459423;92577;2015-10-28 15:35:51;302720;;;;;
1064022;83947.50;11306833;92577;2015-10-28 15:51:24;302720;;;;;
1054350;26726.29;12123668;92577;2015-10-07 17:30:44;302720;;;;;
1054363;43039.00;12051815;92577;2015-10-07 17:37:43;302720;;;;;
1054368;76732.15;12000632;92577;2015-10-07 17:41:22;302720;;;;;
1054377;3251.32;12042035;92577;2015-10-07 17:45:02;302720;;;;;
1054384;186666.96;12079318;92577;2015-10-07 17:52:20;302720;;;;;
1073030;15000.00;12212807;92577;2015-11-19 13:48:04;302720;;;;;
1056222;15000.00;12229309;92577;2015-10-13 15:00:45;302720;;;;;
1056237;49853.86;10136882;92577;2015-10-13 15:18:02;302720;;;;;
1056262;15000.00;12229947;92577;2015-10-13 15:35:50;302720;;;;;
1056389;541284.67;11884618;92577;2015-10-13 17:31:30;302720;;;;;
1056396;601021.92;11368084;92577;2015-10-13 17:43:42;302720;;;;;
1056406;815942.70;12035630;92577;2015-10-13 18:00:28;302720;;;;;
1056411;685605.89;11462609;92577;2015-10-13 18:07:06;302720;;;;;
1056902;15000.00;10238402;92577;2015-10-14 14:52:18;302720;;;;;
1077346;1138.23;12635520;92577;2015-11-30 13:31:35;301340;;;;;
1074863;11381.63;10858556;92577;2015-11-24 14:17:39;302720;;;;;
1074890;9860.75;11243031;92577;2015-11-24 14:51:12;302720;;;;;
1074875;8237.00;10047482;92577;2015-11-24 14:28:03;302720;;;;;
1070747;52691.23;10434197;92577;2015-11-13 15:51:42;302720;;;;;
1089895;7452.00;9128700;92577;2016-01-04 10:53:01;301340;;;;;
1105392;64632.23;10817309;92577;2016-02-03 18:08:26;302720;;;;;
1105385;62662.23;11151730;92577;2016-02-03 17:59:34;302720;;;;;
1080931;15000.00;12621453;92577;2015-12-08 15:28:58;302720;;;;;
1081651;216704.69;12622627;92577;2015-12-09 15:55:33;302720;;;;;
1081677;455215.80;11856335;92577;2015-12-09 16:11:46;302720;;;;;
1081693;291502.60;11855488;92577;2015-12-09 16:25:12;302720;;;;;
1081722;512067.08;10987529;92577;2015-12-09 16:43:51;302720;;;;;
1081752;563212.85;11934673;92577;2015-12-09 17:00:25;302720;;;;;
1100166;322420.68;12633128;92577;2016-01-25 13:25:59;302720;;;;;
1100197;10000.00;12391480;92577;2016-01-25 13:53:24;302720;;;;;
1100217;351815.00;12765022;92577;2016-01-25 14:17:35;302720;;;;;
1100225;688751.74;12065879;92577;2016-01-25 14:24:58;302720;;;;;
1100183;448810.64;12683350;92577;2016-01-25 13:41:30;302720;;;;;
1100238;437780.66;12598782;92577;2016-01-25 14:36:57;302720;;;;;
1100267;312761.77;12682360;92577;2016-01-25 14:55:45;302720;;;;;
1100255;356742.40;11742416;92577;2016-01-25 14:48:27;302720;;;;;
1084337;538392.57;11580149;92577;2015-12-15 15:22:24;302720;;;;;
1084354;492611.40;11241825;92577;2015-12-15 15:32:32;302720;;;;;
1093782;1000.00;12352280;92577;2016-01-12 14:02:53;302720;;;;;
1101298;0;12727988;92577;2016-01-27 10:43:30;301340;;;;;
1085014;15000.00;12468938;92577;2015-12-16 13:48:17;302720;;;;;
1085366;375013.20;11796810;92577;2015-12-16 18:19:19;302720;;;;;
1085379;561951.68;12123526;92577;2015-12-16 18:35:16;302720;;;;;
1085388;12184.70;12470445;92577;2015-12-16 18:45:47;302720;;;;;
1085403;10000.00;11624833;92577;2015-12-16 19:02:23;302720;;;;;
1085411;10000.00;12209954;92577;2015-12-16 19:11:57;302720;;;;;
1085980;10000.00;11934307;92577;2015-12-17 15:56:23;302720;;;;;
1086000;10000.00;11881454;92577;2015-12-17 16:05:21;302720;;;;;
1086024;10000.00;10228205;92577;2015-12-17 16:16:27;302720;;;;;
1097884;488135.00;11791848;92577;2016-01-20 10:33:00;302720;;;;;
1088402;0;12789795;92577;2015-12-23 11:46:06;301340;;;;;
1137190;10000.00;12622639;92577;2016-04-04 16:10:51;302720;;;;;
1122523;20000.00;13200194;92577;2016-03-08 18:10:55;302720;;;;;
1153132;54987.67;12992905;92577;2016-05-04 11:54:00;302720;;;;;
1110579;18763.06;13025599;92577;2016-02-17 14:08:14;302720;;;;;
1139066;1000.00;12363481;92577;2016-04-06 18:28:46;302720;;;;;
1153298;233786.00;13453216;92577;2016-05-04 14:30:40;302720;;;;;
1153322;103200.00;13131557;92577;2016-05-04 14:42:58;302720;;;;;
1112112;50000.00;13070353;92577;2016-02-19 13:58:35;302720;;;;;
1149738;5000.00;13094595;92577;2016-04-28 09:22:27;302720;;;;;
1149721;595165.89;12902286;92577;2016-04-28 09:10:32;302720;;;;;
1127573;10000.00;12839151;92577;2016-03-16 18:27:15;302720;;;;;
1127576;10000.00;12949443;92577;2016-03-16 18:34:23;302720;;;;;
1127578;565054.78;12795747;92577;2016-03-16 18:41:24;302720;;;;;
1127583;226839.24;12390748;92577;2016-03-16 18:50:06;302720;;;;;
1127955;60000.00;10185384;92577;2016-03-17 14:08:37;302720;;;;;
1141147;3600.00;13382865;92577;2016-04-11 15:06:01;302720;;;;;
1130014;200000.00;10348178;92577;2016-03-21 16:18:59;302720;;;;;
1130038;176000.00;12351829;92577;2016-03-21 16:34:29;302720;;;;;
1130536;10000.00;13097359;92577;2016-03-22 13:52:45;302720;;;;;
1130506;1000.00;9602924;92577;2016-03-22 13:21:01;302720;;;;;
1130513;15000.00;12460985;92577;2016-03-22 13:32:51;302720;;;;;
1153007;43736.80;12727988;92577;2016-05-04 10:32:45;302720;;;;;
1130522;1000.00;11725485;92577;2016-03-22 13:41:36;302720;;;;;
1130682;10000.00;12895069;92577;2016-03-22 15:15:35;302720;;;;;
1130698;704175.16;12329781;92577;2016-03-22 15:24:38;302720;;;;;
1153083;309175.80;12853268;92577;2016-05-04 11:14:49;302720;;;;;
1152573;60000.00;10858546;92577;2016-05-03 14:57:00;302720;;;;;
1152593;65292.50;12838613;92577;2016-05-03 15:10:44;302720;;;;;
1152044;43832.68;12728035;92577;2016-05-02 17:30:03;302720;;;;;
1152078;110000.00;12992854;92577;2016-05-02 18:00:04;302720;;;;;
1152028;246815.00;12890836;92577;2016-05-02 17:17:26;302720;;;;;
1137019;199852.39;11025855;92577;2016-04-04 13:56:35;302720;;;;;
1137063;191285.88;10858019;92577;2016-04-04 14:51:01;302720;;;;;
1137099;10000.00;13061687;92577;2016-04-04 15:21:42;302720;;;;;
1137119;15000.00;12850947;92577;2016-04-04 15:32:09;302720;;;;;
1137172;10000.00;13351867;92577;2016-04-04 15:56:56;302720;;;;;
1137156;15000.00;12851060;92577;2016-04-04 15:46:25;302720;;;;;
1185073;70143.06;12849055;92577;2016-07-05 14:38:27;302720;;;;;
1189178;15000.00;12764161;92577;2016-07-12 14:29:05;302720;;;;;
1246545;62277.84;14164697;92577;2016-10-28 11:56:05;302720;;;;;
1191557;1000.00;14021343;92577;2016-07-15 14:50:21;302720;;;;;
1161238;62277.84;12683318;92577;2016-05-19 10:31:01;302720;;;;;
1246661;62277.84;12727810;92577;2016-10-28 13:34:20;302720;;;;;
1193485;17075.86;14041595;92577;2016-07-19 19:49:48;301340;;;;;
1246664;62277.84;11469474;92577;2016-10-28 13:38:58;302720;;;;;
1246674;68850.00;11716644;92577;2016-10-28 13:50:06;302720;;;;;
1246682;62277.84;12557011;92577;2016-10-28 13:55:49;302720;;;;;
1163717;66580.40;12935403;92577;2016-05-24 15:50:21;302720;;;;;
1245149;1342.05;14488972;92577;2016-10-26 13:35:46;302720;;;;;
1224477;62277.84;12840216;92577;2016-09-12 16:25:21;302720;;;;;
1224488;62277.84;12001015;92577;2016-09-12 16:29:20;302720;;;;;
1224465;62277.84;13519669;92577;2016-09-12 16:18:54;302720;;;;;
1242494;1399.65;14593911;92577;2016-10-20 15:50:34;302720;;;;;
1242510;5065.62;11791875;92577;2016-10-20 15:59:31;302720;;;;;
1242521;44224.34;12935420;92577;2016-10-20 16:05:50;302720;;;;;
1242540;38157.18;12329786;92577;2016-10-20 16:16:26;302720;;;;;
1242548;31893.65;11580159;92577;2016-10-20 16:22:15;302720;;;;;
1242557;1286.95;13128366;92577;2016-10-20 16:27:48;302720;;;;;
1242567;31058.99;12989671;92577;2016-10-20 16:33:34;302720;;;;;
1242574;8569.08;13386298;92577;2016-10-20 16:39:05;302720;;;;;
1242533;2427.52;11241916;92577;2016-10-20 16:12:39;302720;;;;;
1167698;64632.23;12694156;92577;2016-06-02 15:02:50;302720;;;;;
1167708;0;12935464;92577;2016-06-02 15:09:25;302720;;;;;
1237075;0;14526830;92577;2016-10-07 14:53:55;302720;;;;;
1237088;15072.60;14526830;92577;2016-10-07 15:04:48;302720;;;;;
1237112;34613.12;14526844;92577;2016-10-07 15:22:18;302720;;;;;
1198951;19008.00;13772113;92577;2016-07-27 15:21:13;302720;;;;;
1199552;0;14110582;92577;2016-07-28 10:05:07;301340;;;;;
1170247;0;10110459;92577;2016-06-08 10:49:27;301340;;;;;
1237727;311914.00;13519070;92577;2016-10-10 15:22:14;302720;;;;;
1237699;35000.00;13126653;92577;2016-10-10 14:55:05;302720;;;;;
1171894;291502.60;13739844;92577;2016-06-10 15:34:08;302720;;;;;
1173162;216704.69;13739830;92577;2016-06-14 15:03:57;302720;;;;;
1173184;13517.58;13616373;92577;2016-06-14 15:19:51;302720;;;;;
1173197;332688.40;13295071;92577;2016-06-14 15:30:29;302720;;;;;
1173211;373214.43;12990848;92577;2016-06-14 15:43:39;302720;;;;;
1173241;343960.29;13386221;92577;2016-06-14 16:00:11;302720;;;;;
1173258;187537.70;13128276;92577;2016-06-14 16:10:56;302720;;;;;
1173274;513852.82;12989663;92577;2016-06-14 16:20:08;302720;;;;;
1173294;140000.00;12135785;92577;2016-06-14 16:30:37;302720;;;;;
1227834;18000.00;13684762;92577;2016-09-19 15:32:09;302720;;;;;
1227874;18000.00;13562629;92577;2016-09-19 15:54:22;302720;;;;;
1227892;18000.00;10227950;92577;2016-09-19 16:07:32;302720;;;;;
1227918;18000.00;10668732;92577;2016-09-19 16:22:05;302720;;;;;
1227926;18000.00;13958756;92577;2016-09-19 16:28:53;302720;;;;;
1227941;18000.00;10230298;92577;2016-09-19 16:39:11;302720;;;;;
1228013;18000.00;13438611;92577;2016-09-19 17:25:58;302720;;;;;
1228003;18000.00;13835518;92577;2016-09-19 17:19:18;302720;;;;;
1205287;25140.12;14170680;92577;2016-08-05 15:09:40;302720;;;;;
1205475;15000.00;14172622;92577;2016-08-05 17:08:31;302720;;;;;
1205494;20000.00;14172808;92577;2016-08-05 17:24:05;302720;;;;;
1206797;15000.00;14182320;92577;2016-08-08 17:42:39;302720;;;;;
1239131;296815.00;14070271;92577;2016-10-13 16:15:51;302720;;;;;
1239155;301815.00;14060338;92577;2016-10-13 16:34:30;302720;;;;;
1239188;393112.19;14164761;92577;2016-10-13 16:52:54;302720;;;;;
1239201;563928.47;14112466;92577;2016-10-13 17:00:19;302720;;;;;
1239213;309175.80;14537070;92577;2016-10-13 17:07:09;302720;;;;;
1231306;62277.84;12796039;92577;2016-09-26 14:45:07;302720;;;;;
1211920;100000.00;14052600;92577;2016-08-17 14:50:10;302720;;;;;
1241060;825.83;14578388;92577;2016-10-18 14:51:12;302720;;;;;
1215080;62277.84;11706632;92577;2016-08-23 16:48:16;302720;;;;;
1244542;2395.70;12065888;92577;2016-10-25 14:26:33;302720;;;;;
1252356;10016.52;14462035;92577;2016-11-10 13:47:45;302720;;;;;
1250749;0;11741559;92577;2016-11-08 13:26:34;302720;;;;;
1251947;70567.32;14022353;92577;2016-11-09 17:18:57;302720;;;;;
1254135;10000.00;14717605;92577;2016-11-16 13:28:46;302720;;;;;
1284761;10000.00;15029659;92577;2017-01-20 16:51:58;302720;;;;;
1343032;22561.12;13738874;92577;2017-05-01 11:59:46;302720;;;;;
1343033;28520.27;13654770;92577;2017-05-01 12:05:31;302720;;;;;
1343035;26453.12;14801358;92577;2017-05-01 12:17:02;302720;;;;;
1343036;24450.28;13930043;92577;2017-05-01 12:26:15;302720;;;;;
1343037;12432.43;14624086;92577;2017-05-01 12:33:27;302720;;;;;
1343038;25417.22;13930438;92577;2017-05-01 12:41:24;302720;;;;;
1343039;9950.90;14204929;92577;2017-05-01 12:47:33;302720;;;;;
1343041;9843.36;13476636;92577;2017-05-01 13:25:25;302720;;;;;
1343042;30149.64;14000485;92577;2017-05-01 13:30:23;302720;;;;;
1343034;5000.00;13832569;92577;2017-05-01 12:11:03;302720;;;;;
1343043;16298.06;14413790;92577;2017-05-01 13:34:38;302720;;;;;
1310364;15000.00;15300762;92577;2017-03-09 09:51:17;302720;;;;;
1262888;110536.56;9220359;92577;2016-12-06 11:15:30;302720;;;;;
1312699;2800.00;15325594;92577;2017-03-14 11:11:00;302720;;;;;
1312834;62277.84;15327168;92577;2017-03-14 13:48:53;302720;;;;;
1263785;18000.00;14594934;92577;2016-12-07 15:35:01;302720;;;;;
1263808;34982.50;14190046;92577;2016-12-07 15:45:51;302720;;;;;
1263837;18000.00;14624163;92577;2016-12-07 16:03:53;302720;;;;;
1263848;18000.00;14694172;92577;2016-12-07 16:11:49;302720;;;;;
1263858;18000.00;14159497;92577;2016-12-07 16:19:33;302720;;;;;
1264492;140000.00;14811075;92577;2016-12-08 17:42:37;302720;;;;;
1265535;4881.09;14850817;92577;2016-12-12 14:27:24;302720;;;;;
1266211;326815.00;14624338;92577;2016-12-13 14:07:08;302720;;;;;
1266272;579577.08;14492139;92577;2016-12-13 15:07:48;302720;;;;;
1266303;328455.78;14556180;92577;2016-12-13 15:39:42;302720;;;;;
1266316;226815.00;14593986;92577;2016-12-13 15:52:58;302720;;;;;
1266322;464075.11;14692677;92577;2016-12-13 15:59:08;302720;;;;;
1266400;382879.18;14744899;92577;2016-12-13 17:06:34;302720;;;;;
1266409;18000.00;14204496;92577;2016-12-13 17:11:54;302720;;;;;
1266415;18000.00;14441762;92577;2016-12-13 17:17:21;302720;;;;;
1266502;524745.43;14861981;92577;2016-12-13 21:45:26;302720;;;;;
1266503;189409.56;14861988;92577;2016-12-13 21:57:56;302720;;;;;
1316708;0;13708902;92577;2017-03-21 09:04:35;301340;;;;;
1319576;1212.00;15433070;92577;2017-03-22 11:29:39;302720;;;;;
1349718;80000.00;15108001;92577;2017-05-15 11:58:37;559945;;;;;
1349729;60000.00;12948833;92577;2017-05-15 12:15:37;559945;;;;;
1349756;80000.00;14802449;92577;2017-05-15 13:06:15;559945;;;;;
1350147;26558.50;15750422;92577;2017-05-15 18:36:37;301340;;;;;
1321844;88000.00;13381190;92577;2017-03-22 16:30:43;302720;;;;;
1351342;386460.02;15108752;92577;2017-05-17 13:57:57;302720;;;;;
1351539;106249.64;14293558;92577;2017-05-17 16:11:03;347394;;;;;
1351584;337673.00;14803343;92577;2017-05-17 16:43:11;347394;;;;;
1352457;63726.00;14691237;92577;2017-05-18 18:39:54;347394;;;;;
1352466;150259.23;14009136;92577;2017-05-18 19:00:03;347394;;;;;
1352479;82168.68;10803596;92577;2017-05-18 19:29:28;347394;;;;;
1352480;244795.00;15059192;92577;2017-05-18 19:36:54;347394;;;;;
1352460;220214.52;14494053;92577;2017-05-18 18:48:01;347394;;;;;
1352472;198249.75;15607226;92577;2017-05-18 19:11:26;347394;;;;;
1352475;50000.00;4627363;92577;2017-05-18 19:18:12;347394;;;;;
1352484;267224.20;15141401;92577;2017-05-18 19:48:42;347394;;;;;
1325473;62820.00;13478142;92577;2017-03-24 16:40:34;302720;;;;;
1326448;20000.00;8737347;92577;2017-03-27 19:46:51;302720;;;;;
1326450;23500.00;14668197;92577;2017-03-27 19:50:37;302720;;;;;
1290656;10000.00;12471689;92577;2017-02-01 21:41:40;302720;;;;;
1290658;10000.00;15098940;92577;2017-02-01 21:53:05;302720;;;;;
1290776;10000.00;14165234;92577;2017-02-02 10:12:29;302720;;;;;
1330557;1000.00;15148629;92577;2017-04-04 14:15:27;302720;;;;;
1291380;0;15108001;92577;2017-02-03 09:01:11;301340;;;;;
1332831;72049.06;15557926;92577;2017-04-08 07:58:04;301340;;;;;
1372316;7263.47;16020170;92577;2017-06-28 09:22:03;559945;;;;;
1359385;50000.00;15485997;92577;2017-06-01 11:08:17;559945;;;;;
1359581;11467.45;15863918;92577;2017-06-01 14:28:04;302720;;;;;
1337887;20000.00;14023269;92577;2017-04-19 13:51:47;559945;;;;;
1337915;20000.00;14332470;92577;2017-04-19 14:03:12;559945;;;;;
1337962;2587.00;14972212;92577;2017-04-19 14:29:41;559945;;;;;
1338106;5000.00;14779527;92577;2017-04-19 15:55:53;302720;;;;;
1301026;31058.99;15199228;92577;2017-02-16 13:21:43;302720;;;;;
1339556;20000.00;14332550;92577;2017-04-24 15:02:49;559945;;;;;
1305733;0;14111657;92577;2017-02-24 12:34:13;301340;;;;;
1408200;35826.06;14958672;92577;2017-09-05 10:36:59;559945;;;;;
1408242;116459.42;16043867;92577;2017-09-05 10:59:51;559945;;;;;
1408290;665813.20;14950092;92577;2017-09-05 11:20:55;559945;;;;;
1408304;86969.20;15822117;92577;2017-09-05 11:31:04;559945;;;;;
1408334;100000.00;16192262;92577;2017-09-05 11:43:25;559945;;;;;
1438691;100000.00;16385930;92577;2017-11-01 16:13:07;559945;;;;;
1438681;100000.00;16445678;92577;2017-11-01 16:05:53;559945;;;;;
1438721;100000.00;16330144;92577;2017-11-01 16:38:08;559945;;;;;
1438730;100000.00;16441415;92577;2017-11-01 16:45:10;559945;;;;;
1441256;100000.00;16638171;92577;2017-11-08 15:46:43;559945;;;;;
1433238;60000.00;14269042;92577;2017-10-23 14:28:19;559945;;;;;
1393056;15000.00;16257083;92577;2017-08-07 15:36:49;559945;;;;;
1393123;2661.10;16245912;92577;2017-08-07 16:07:24;302720;;;;;
1438794;100000.00;16601756;92577;2017-11-01 17:54:35;559945;;;;;
1438803;75377.90;14331499;92577;2017-11-01 18:09:51;559945;;;;;
1393237;15000.00;16258252;92577;2017-08-07 16:50:29;302720;;;;;
1441359;100000.00;16639252;92577;2017-11-08 16:44:13;559945;;;;;
1409760;352800.00;15875719;92577;2017-09-06 13:29:57;559945;;;;;
1409753;627371.60;16097518;92577;2017-09-06 13:22:03;559945;;;;;
1409810;306055.40;15241701;92577;2017-09-06 14:01:10;559945;;;;;
1409797;541440.00;15334168;92577;2017-09-06 13:53:47;559945;;;;;
1409994;373881.00;15011931;92577;2017-09-06 15:08:55;559945;;;;;
1410020;520000.00;16161189;92577;2017-09-06 15:17:10;559945;;;;;
1409910;241530.00;15058006;92577;2017-09-06 14:42:07;559945;;;;;
1394944;18000.00;15155036;92577;2017-08-10 09:39:44;559945;;;;;
1394952;18000.00;14877122;92577;2017-08-10 09:48:53;559945;;;;;
1394963;5000.00;14159514;92577;2017-08-10 10:00:13;559945;;;;;
1394976;18000.00;15365476;92577;2017-08-10 10:14:12;559945;;;;;
1394981;18000.00;14190641;92577;2017-08-10 10:25:50;559945;;;;;
1394995;10000.00;15593331;92577;2017-08-10 10:37:21;559945;;;;;
1395030;5000.00;15108058;92577;2017-08-10 11:06:25;559945;;;;;
1395038;5000.00;15607068;92577;2017-08-10 11:15:09;559945;;;;;
1395047;5000.00;14492228;92577;2017-08-10 11:20:17;559945;;;;;
1395060;5000.00;15981060;92577;2017-08-10 11:26:00;559945;;;;;
1395068;5000.00;15069418;92577;2017-08-10 11:29:24;559945;;;;;
1411647;15000.00;16445017;92577;2017-09-11 18:57:35;559945;;;;;
1411650;10000.00;16445034;92577;2017-09-11 19:03:48;559945;;;;;
1397002;5000.00;16060942;92577;2017-08-14 19:25:53;302720;;;;;
1397005;10000.00;15824091;92577;2017-08-14 19:33:13;302720;;;;;
1397011;10000.00;16296505;92577;2017-08-14 20:04:56;559945;;;;;
1397012;10000.00;16296513;92577;2017-08-14 20:10:30;559945;;;;;
1397015;10000.00;16296518;92577;2017-08-14 20:25:26;559945;;;;;
1413393;0;16439716;92577;2017-09-14 13:57:20;302720;;;;;
1413518;100000.00;16352394;92577;2017-09-14 15:34:26;559945;;;;;
1413544;100000.00;16226792;92577;2017-09-14 15:47:24;559945;;;;;
1434636;10000.00;16412688;92577;2017-10-25 15:21:36;559945;;;;;
1398241;58900.00;16058872;92577;2017-08-16 16:06:17;302720;;;;;
1398300;67464.00;15533147;92577;2017-08-16 16:39:32;302720;;;;;
1434708;91032.11;15366302;92577;2017-10-25 16:10:43;559945;;;;;
1415213;280755.66;16263213;92577;2017-09-19 11:04:53;559945;;;;;
1415236;100000.00;16272185;92577;2017-09-19 11:22:58;559945;;;;;
1415388;1000.00;14970980;92577;2017-09-19 13:51:23;559945;;;;;
1415435;83552.00;15718797;92577;2017-09-19 14:23:35;559945;;;;;
1415443;72503.00;15778308;92577;2017-09-19 14:32:08;559945;;;;;
1399492;62277.84;16322638;92577;2017-08-18 12:02:32;559945;;;;;
1429678;88000.00;16621679;92577;2017-10-16 13:43:17;559945;;;;;
1442853;100000.00;16716707;92577;2017-11-10 16:06:20;559945;;;;;
1430131;2587.00;16627091;92577;2017-10-17 10:17:58;559945;;;;;
1442876;100000.00;16716242;92577;2017-11-10 16:17:14;559945;;;;;
1442895;100000.00;16637112;92577;2017-11-10 16:25:32;559945;;;;;
1442910;10000.00;16689049;92577;2017-11-10 16:35:37;559945;;;;;
1419302;100000.00;16313228;92577;2017-09-26 16:50:29;559945;;;;;
1419473;100000.00;16352374;92577;2017-09-27 09:23:28;559945;;;;;
1435880;100000.00;15844818;92577;2017-10-27 11:32:31;559945;;;;;
1419491;353500.00;16233933;92577;2017-09-27 09:38:25;559945;;;;;
1435889;100000.00;16338827;92577;2017-10-27 11:39:02;559945;;;;;
1435902;100000.00;15911361;92577;2017-10-27 11:47:25;559945;;;;;
1419637;100000.00;15652544;92577;2017-09-27 11:19:00;559945;;;;;
1442931;10000.00;16749776;92577;2017-11-10 16:44:32;559945;;;;;
1436955;25580.00;14030574;92577;2017-10-30 15:11:18;559945;;;;;
1440589;100000.00;16640336;92577;2017-11-07 16:38:50;559945;;;;;
1443007;40000.00;16491764;92577;2017-11-10 17:32:28;559945;;;;;
1443017;100000.00;16446659;92577;2017-11-10 17:40:50;559945;;;;;
1442248;10000.00;16693059;92577;2017-11-09 18:31:45;559945;;;;;
1442256;10000.00;16692846;92577;2017-11-09 18:44:29;559945;;;;;
1442273;10000.00;16688517;92577;2017-11-09 19:04:53;559945;;;;;
1442282;10000.00;16028178;92577;2017-11-09 19:22:15;559945;;;;;
1442284;10000.00;16693023;92577;2017-11-09 19:29:02;559945;;;;;
1442262;10000.00;16563256;92577;2017-11-09 18:51:08;559945;;;;;
1442268;10000.00;16506123;92577;2017-11-09 18:58:19;559945;;;;;
1443033;100000.00;16578397;92577;2017-11-10 17:49:48;559945;;;;;
1443055;100000.00;16682564;92577;2017-11-10 18:05:23;559945;;;;;
1442279;10000.00;16386807;92577;2017-11-09 19:16:37;559945;;;;;
1443072;100000.00;16686091;92577;2017-11-10 18:32:11;559945;;;;;
1443047;100000.00;16735744;92577;2017-11-10 17:57:38;559945;;;;;
100023323;57237.20;14971515;92577;2018-02-20 15:02:13;347394;;;;;
100023377;5000.00;14654020;92577;2018-02-20 15:55:10;347394;;;;;
100023419;6226.45;14976195;92577;2018-02-20 16:18:57;347394;;;;;
1444456;40000.00;13098088;92577;2017-11-14 15:24:46;559945;;;;;
1444478;40000.00;16776919;92577;2017-11-14 15:37:49;559945;;;;;
1444516;40000.00;15612552;92577;2017-11-14 16:00:25;559945;;;;;
100023426;8282.82;13425615;92577;2018-02-20 16:24:15;347394;;;;;
100023453;75994.57;16095857;92577;2018-02-20 16:41:21;347394;;;;;
100023517;954.00;16885282;92577;2018-02-20 17:58:08;347394;;;;;
1444550;100000.00;16724373;92577;2017-11-14 16:22:00;559945;;;;;
1444567;100000.00;16751925;92577;2017-11-14 16:30:52;559945;;;;;
1444577;100000.00;16765581;92577;2017-11-14 16:39:14;559945;;;;;
1458019;59740.00;15075842;92577;2017-12-15 14:00:52;559945;;;;;
100024159;10000.00;16906928;92577;2018-02-21 18:32:06;559945;;;;;
100024749;10000.00;16907344;92577;2018-02-22 17:14:10;347394;;;;;
1447480;100000.00;15698376;92577;2017-11-21 16:29:11;559945;;;;;
100025363;28550.85;14650620;92577;2018-02-23 16:57:11;559945;;;;;
1448080;100000.00;15302028;92577;2017-11-22 15:44:13;559945;;;;;
100025864;0;8583445;92577;2018-02-26 14:13:04;559945;;;;;
1448182;100000.00;16193350;92577;2017-11-22 17:07:54;559945;;;;;
100025834;461038.32;100276945;92577;2018-02-26 13:39:50;559945;;;;;
100025876;5000.00;16772820;92577;2018-02-26 14:22:40;559945;;;;;
100025883;5000.00;16735838;92577;2018-02-26 14:28:56;559945;;;;;
1449850;32000.00;16798365;92577;2017-11-27 15:42:25;559945;;;;;
1449976;50000.00;16753501;92577;2017-11-27 17:34:35;559945;;;;;
1450472;25024.55;16442479;92577;2017-11-28 16:24:24;559945;;;;;
100027547;35450.00;16159539;92577;2018-03-01 15:15:37;559945;;;;;
1451969;40000.00;16152979;92577;2017-12-01 14:38:55;559945;;;;;
1452021;0;16797863;92577;2017-12-01 15:25:32;559945;;;;;
100029032;0;16749694;92577;2018-03-05 20:06:02;301340;;;;;
1453515;41252.12;15333174;92577;2017-12-05 14:40:31;559945;;;;;
1453523;25065.12;16062704;92577;2017-12-05 14:48:57;559945;;;;;
1453530;72277.84;15111915;92577;2017-12-05 14:57:40;559945;;;;;
1453552;85763.25;14009011;92577;2017-12-05 15:18:29;559945;;;;;
1453564;66439.50;15523676;92577;2017-12-05 15:27:17;559945;;;;;
1453573;79689.20;14009755;92577;2017-12-05 15:33:34;559945;;;;;
1453595;72277.84;16504932;92577;2017-12-05 15:51:27;559945;;;;;
1453577;73280.84;15200478;92577;2017-12-05 15:37:19;559945;;;;;
1453582;78280.85;15452935;92577;2017-12-05 15:41:49;559945;;;;;
100004671;10000.00;16151795;92577;2018-01-09 09:23:32;559945;;;;;
100069907;0;100164751;92577;2018-04-10 15:11:52;559945;;;;;
100070008;303.51;100512532;92577;2018-04-10 15:43:34;559945;;;;;
100069979;0;100512365;92577;2018-04-10 15:34:11;559945;;;;;
100016957;100000.00;16443486;92577;2018-02-01 15:25:33;347394;;;;;
